Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	tree_length
0	-3370.233	-3538.975	168.7424	0.177735	0.401632	0.598368	0.822265	1.532192	0.00624652	0.0491343	0.0269424	0.0461178	0.00592216	0.0180099	0.0280529	0.0492486	0.0223768	0.0225362	0.0427725	0.0182591	0.0285906	0.0546293	0.0715113	0.0420992	0.00952865	0.00670316	0.0335135	0.0556765	0.0307112	0.0149552	0.0313905	0.00385142	0.106265	0.0261016	0.0143558	0.0175916	0.0020891	0.0384793	0.0347003	0.0534363	0.0225756	0.0523241	0.00671898	0.0631129	0.0298328	0.0651198	0.012877	0.0432585	0.00768813	0.0407465	0.00575258	0.0338386	0.036655	0.0413714	0.00180285	0.080591	0.000609333	0.00676828	0.0469852	0.0244704	0.0160696	0.0014544	0.141847	0.00124002	0.00795907	0.0103771	0.144451	0.0700673	0.0827954	0.000542272	0.0391145	0.0173273	0.0537546	0.0212504	0.0412908	0.0310278	0.315186	0.0626382	0.0115799	0.0255702	0.0336692	0.00865988	0.0143409	0.0154346	0.000490494	0.00692381	0.0133489	0.0112407	0.0137123	0.0237895	0.0305205	0.0263463	0.0155496	0.00500297	0.00898336	0.00134831	0.00358564	0.0493672	0.0758424	0.054497	0.0672702	0.0148699	0.00810044	0.0239009	0.0307837	0.573959	0.240122	0.0217429	0.164176	0.139884	0.383168	0.741353	1.34889	2.60982	7.14878	1.422234	0.00189978	0.0149434	0.00819412	0.014026	0.00180113	0.00547743	0.00853185	0.0149782	0.00680555	0.00685405	0.0130086	0.00555322	0.00869539	0.0166147	0.021749	0.0128038	0.00289799	0.00203866	0.0101926	0.0169331	0.00934035	0.00454841	0.00954694	0.00117135	0.0323188	0.0079384	0.00436611	0.0053502	0.000635368	0.0117029	0.0105536	0.0162518	0.00686601	0.0159136	0.00204347	0.0191948	0.00907318	0.0198052	0.00391635	0.0131564	0.00233823	0.0123924	0.00174956	0.0102915	0.011148	0.0125825	0.00054831	0.0245105	0.000185319	0.00205847	0.0142898	0.0074423	0.00488733	0.000442332	0.0431405	0.000377132	0.00242063	0.00315604	0.0439324	0.0213099	0.025181	0.000164924	0.0118961	0.00526984	0.0163486	0.00646299	0.012558	0.00943663	0.0958589	0.0190505	0.00352185	0.00777678	0.01024	0.00263377	0.00436155	0.00469418	0.000149176	0.00210577	0.00405985	0.00341869	0.00417038	0.00723522	0.00928234	0.00801281	0.00472918	0.00152158	0.00273215	0.000410067	0.00109052	0.0150143	0.0230663	0.0165744	0.0204592	0.00452246	0.00246362	0.0072691	0.0093624	3.288019
36	-3374.228	-3543.265	169.0367	0.198828	0.410553	0.589447	0.801172	1.821506	0.00500865	0.0350557	0.0247973	0.0412785	0.0103031	0.00658687	0.0186394	0.0314189	0.028153	0.00656263	0.0295977	0.0145991	0.0076158	0.0386077	0.0545349	0.0476303	0.0143934	0.000754853	0.00871351	0.0495422	0.0210427	0.0094604	0.0105048	0.00202472	0.0970762	0.0253066	0.00346473	0.0306018	0.0214437	0.0336261	0.023463	0.0255413	0.0122077	0.00722836	0.00331307	0.114409	0.0331078	0.0249109	0.00866664	0.0701691	0.000710152	0.0405972	0.00623546	0.0147263	0.0606857	0.019388	0.00570588	0.035095	0.000921921	0.0480062	0.0330082	0.00143538	0.0286284	0.00715075	0.102593	0.0125268	0.00666039	0.0204006	0.08495	0.0427352	0.0653313	0.00792115	0.0610351	0.0240002	0.0446357	0.0247971	0.0214851	0.00952076	0.261208	0.0368846	0.0148806	0.0262334	0.033679	0.00384651	0.00354856	0.00536613	0.000768486	0.0230196	0.0064224	0.0331839	0.00501448	0.0252175	0.0144718	0.0373016	0.0282444	0.00922473	0.0171016	0.031601	0.02641	0.0679445	0.0497959	0.0174354	0.0744182	0.0340297	0.0330303	0.0322385	0.0293864	0.604429	0.247885	0.0653208	0.0823657	0.10935	0.339805	0.714089	1.40039	2.94286	9.14493	1.600295	0.00174874	0.0122394	0.0086578	0.0144121	0.00359725	0.00229976	0.00650782	0.0109697	0.00982941	0.00229129	0.0103338	0.00509716	0.002659	0.0134796	0.0190405	0.0166298	0.00502535	0.000263552	0.00304226	0.0172973	0.00734692	0.00330303	0.00366769	0.000706917	0.0338935	0.00883561	0.00120969	0.0106844	0.00748693	0.0117403	0.00819193	0.00891757	0.00426223	0.00252373	0.00115674	0.0399451	0.0115594	0.00869747	0.0030259	0.0244991	0.000247945	0.0141742	0.00217707	0.00514159	0.021188	0.00676919	0.00199217	0.0122532	0.000321882	0.016761	0.0115246	0.000501153	0.00999542	0.00249663	0.0358198	0.00437365	0.00232543	0.00712274	0.0296597	0.0149207	0.02281	0.00276561	0.02131	0.00837951	0.0155843	0.00865772	0.00750136	0.00332411	0.0911988	0.012878	0.00519544	0.00915919	0.0117588	0.00134298	0.00123895	0.00187355	0.000268312	0.00803712	0.00224234	0.0115859	0.00175077	0.00880453	0.00505272	0.0130236	0.00986132	0.00322075	0.0059709	0.0110333	0.00922085	0.0237223	0.0173859	0.00608745	0.0259826	0.0118812	0.0115323	0.0112559	0.0102601	2.864156
72	-3391.927	-3560.374	168.4466	0.207513	0.414019	0.585981	0.792487	1.958469	0.0150281	0.0484564	0.0158508	0.0322551	0.00239155	0.0165628	0.022093	0.0452257	0.0277734	0.0106176	0.0706445	0.00673829	0.048346	0.0525508	0.079831	0.028154	0.00523771	0.000343469	0.0100876	0.0394561	0.0649364	0.0151096	0.0205347	0.00834973	0.0677538	0.030735	0.00251071	0.0247811	0.0211627	0.00561509	0.0123768	0.0353533	0.0125452	0.0584188	0.00501027	0.100046	0.0434037	0.0828929	0.00864012	0.0410741	0.00569075	0.0448739	0.00304954	0.0232948	0.0468455	0.0357844	0.00475053	0.0670473	0.00765075	0.0709416	0.0521841	0.000175083	0.0564878	0.0136539	0.0557311	0.00720352	0.0028183	0.0157663	0.0915801	0.0319024	0.0739129	0.00835595	0.0343569	0.0199617	0.060462	0.0294904	0.0292992	0.00428762	0.359946	0.0446961	0.0311835	0.0331814	0.0427277	0.00467193	0.0257039	0.00635167	0.00265391	0.0503752	0.00875752	0.0330193	0.00868861	0.0412942	0.0574765	0.0331273	0.0123562	0.0177467	0.0180824	0.0203549	0.0215033	0.0681745	0.0114395	0.0184946	0.0563311	0.0475179	0.0496318	0.0172997	0.0303385	0.657575	0.225017	0.112129	0.00527961	0.157123	0.405512	0.754578	1.32524	2.46602	6.36445	1.338204	0.00454079	0.0146413	0.00478938	0.00974599	0.000722615	0.00500452	0.00667546	0.0136651	0.00839184	0.00320814	0.0213455	0.002036	0.0146079	0.0158784	0.0241212	0.00850682	0.00158259	0.00010378	0.003048	0.0119218	0.0196208	0.00456541	0.00620462	0.0025229	0.020472	0.00928668	0.000758618	0.00748769	0.00639437	0.00169662	0.0037397	0.0106821	0.00379058	0.0176514	0.00151387	0.0302292	0.0131146	0.0250464	0.00261064	0.0124107	0.00171948	0.0135588	0.00092143	0.00703859	0.0141545	0.0108124	0.00143539	0.0202586	0.0023117	0.0214352	0.0157676	5.29021e-05	0.017068	0.00412558	0.0168394	0.00217657	0.000851557	0.00476384	0.0276712	0.00963941	0.022333	0.00252478	0.010381	0.00603148	0.0182688	0.00891063	0.00885285	0.00129552	0.108759	0.0135051	0.0094222	0.0100259	0.0129103	0.00141164	0.00776653	0.00191918	0.000801888	0.015221	0.00264611	0.00997689	0.00262529	0.0124772	0.0173667	0.0100095	0.00373346	0.00536222	0.00546366	0.0061503	0.00649729	0.0205992	0.0034565	0.00558821	0.0170206	0.0143577	0.0149964	0.00522716	0.00916688	3.309578
108	-3381.016	-3549.633	168.6166	0.186061	0.405245	0.594755	0.813939	1.639735	0.00549986	0.0545284	0.0199943	0.0238192	0.00815964	0.0188987	0.0279832	0.0690287	0.0277466	0.0101904	0.0724732	0.0112465	0.0328859	0.0423601	0.0515777	0.0192925	0.00962055	0.0139101	0.00697426	0.0714238	0.0242666	0.0381726	0.0223132	0.0104828	0.105178	0.0279696	0.0237137	0.0308102	0.0143759	0.0085147	0.0397018	0.0747223	0.0209387	0.0742432	0.00533892	0.08544	0.0299896	0.0154148	0.00741401	0.0715011	0.00405055	0.0172853	0.0176171	0.0185203	0.0399531	0.033708	0.00169801	0.0741136	0.00708635	0.0646761	0.108336	0.000716013	0.0319229	0.0113393	0.0517115	0.0041372	0.016738	0.0197368	0.0940596	0.0252079	0.00505096	0.00116648	0.0517056	0.00854717	0.0141282	0.0477403	0.0253008	0.0253487	0.388579	0.016887	0.0092119	0.0198697	0.0185586	0.0221735	0.00977229	0.0054491	0.0128999	0.0475282	0.0125666	0.0592208	0.0131135	0.0101026	0.0734393	0.0334394	0.00454344	0.0261158	0.0173251	0.018933	0.0953217	0.0451324	0.0153821	0.0288268	0.0467316	0.0334061	0.028311	0.0264573	0.0147906	0.541395	0.378306	0.0801734	0.000125421	0.138256	0.380987	0.740034	1.35129	2.62476	7.23294	1.430697	0.0016647	0.0165047	0.0060519	0.00720964	0.00246977	0.00572028	0.00847	0.0208937	0.00839839	0.00308445	0.0219363	0.00340411	0.00995394	0.0128216	0.0156116	0.00583949	0.00291196	0.00421033	0.00211098	0.0216187	0.00734504	0.0115541	0.00675378	0.00317296	0.0318353	0.00846586	0.00717768	0.00932567	0.0043513	0.00257724	0.012017	0.022617	0.00633775	0.022472	0.00161599	0.0258611	0.00907728	0.00466579	0.00224408	0.021642	0.00122603	0.00523193	0.00533236	0.00560575	0.0120931	0.0102028	0.000513955	0.0224328	0.00214491	0.0195762	0.0327912	0.000216724	0.00966247	0.00343218	0.0156521	0.00125225	0.00506629	0.00597396	0.0284701	0.00762997	0.00152883	0.000353071	0.0156503	0.00258707	0.00427633	0.0144501	0.00765807	0.00767257	0.117616	0.00511138	0.00278827	0.00601418	0.00561733	0.00671152	0.00295789	0.00164934	0.00390457	0.0143859	0.00380366	0.017925	0.00396923	0.00305788	0.0222287	0.0101215	0.00137521	0.00790477	0.00524399	0.00573067	0.0288521	0.0136607	0.00465586	0.00872534	0.0141448	0.0101114	0.0085692	0.00800814	0.00447684	3.303804
144	-3375.172	-3542.216	167.0438	0.163288	0.395037	0.604962	0.836713	1.363234	0.0129472	0.0692534	0.00956041	0.0192351	0.0220891	0.0373443	0.0768068	0.0417506	0.0288744	0.00442995	0.0507029	0.0145888	0.0593921	0.110103	0.109922	0.0249338	0.0345937	0.000213244	0.0292686	0.0716311	0.0862042	0.0634116	0.0197661	0.000230751	0.0166164	0.0431532	0.0258328	0.0496375	0.0128776	0.0395976	0.0186743	0.0490601	0.0357299	0.0452259	0.0187867	0.0260204	0.0320779	0.027293	0.00928642	0.12312	0.00799734	0.0371081	0.0182293	0.00311992	0.0663633	0.0273046	0.00654329	0.0918633	0.00200336	0.0578364	0.00825242	0.0266696	0.356801	0.00812426	0.0109333	0.0608045	0.0148136	0.00129565	0.108275	0.0380778	0.101687	0.0857254	0.0251666	0.134104	0.0278661	0.0352675	6.80909e-05	0.0273795	0.223859	0.0278434	0.0158055	0.0141712	0.17602	0.0374073	0.0885406	0.0254942	0.0794494	0.0168417	0.0576963	0.0365857	0.0259652	0.0063091	0.113684	0.0886957	0.0358626	0.0660993	0.0127529	0.106211	0.00895592	0.0209149	0.0266928	0.0147651	0.0272542	0.0372566	0.0334933	0.032984	0.0527491	0.483588	0.218877	0.161625	0.13591	0.187218	0.441695	0.77497	1.29037	2.26401	5.34136	1.211488	0.00289628	0.015492	0.00213866	0.00430288	0.00494133	0.0083539	0.0171816	0.0093396	0.00645918	0.000990978	0.0113422	0.00326352	0.013286	0.0246299	0.0245895	0.00557767	0.00773858	4.77027e-05	0.00654737	0.0160238	0.0192838	0.0141851	0.00442167	5.16189e-05	0.00371708	0.00965335	0.00577878	0.0111039	0.00288072	0.00885795	0.00417743	0.0109747	0.00799276	0.010117	0.00420257	0.00582075	0.00717582	0.00610544	0.00207737	0.0275418	0.001789	0.00830106	0.0040779	0.000697924	0.0148454	0.00610803	0.00146373	0.0205498	0.00044815	0.012938	0.00184606	0.00596599	0.0798162	0.00181739	0.00244578	0.0136019	0.00331379	0.000289837	0.024221	0.00851799	0.0227474	0.0191767	0.00562976	0.0299991	0.00623364	0.00788932	1.52319e-05	0.00612479	0.0500772	0.00622855	0.00353569	0.00317009	0.0393756	0.00836799	0.0198065	0.00570304	0.0177728	0.00376748	0.0129066	0.00818419	0.00580841	0.00141134	0.025431	0.0198412	0.00802245	0.0147864	0.00285282	0.0237593	0.00200343	0.00467866	0.00597116	0.00330293	0.00609676	0.00833428	0.00749243	0.0073785	0.0117999	4.470283
180	-3376.336	-3544.601	168.2655	0.131999	0.378999	0.621001	0.868001	1.058842	0.0128326	0.0725301	0.0709761	0.0564652	0.00698093	0.0240713	0.0420261	0.0519453	0.0364081	0.0239952	0.0334368	0.0135212	0.0153297	0.0449164	0.0751654	0.0257359	0.00886059	0.012638	0.0539535	0.0591982	0.0338055	0.0295449	0.0186974	0.0029982	0.0529952	0.029969	0.0165471	0.0152142	0.00541759	0.0181983	0.031241	0.0269495	0.0688553	0.0316822	0.00546287	0.105944	0.0510137	0.0162162	0.00573255	0.0568871	0.0173483	0.039011	0.00781116	0.013007	0.0564769	0.0257883	0.00749209	0.105363	0.0035653	0.0230825	0.0570459	0.022654	0.0640842	0.00927204	0.0832213	0.0145274	0.00630273	0.0141186	0.156365	0.0230434	0.0539141	0.0519798	0.0362251	0.0339042	0.0381946	0.0400876	0.00714992	0.0393114	0.446979	0.0194898	0.0163619	0.0381789	0.0479329	0.00598758	0.0262697	0.00189458	0.00319983	0.0370631	0.0106997	0.0314412	0.0615659	0.0329079	0.099562	0.132282	0.00715964	0.00107877	0.00603683	0.0458885	0.058116	0.0473395	0.0816383	0.028323	0.0644695	0.0402152	0.00902938	0.0186417	0.0247972	0.356396	0.549	0.0781355	0.016468	0.154341	0.401995	0.75253	1.32885	2.4876	6.47916	1.35112	0.00332515	0.0187938	0.0183911	0.0146311	0.00180888	0.0062373	0.0108897	0.0134599	0.00943398	0.00621758	0.00866406	0.00350358	0.00397219	0.0116386	0.0194767	0.00666862	0.00229593	0.00327473	0.0139803	0.0153393	0.00875959	0.00765559	0.00484483	0.000776885	0.013732	0.0077655	0.00428763	0.00394225	0.00140379	0.0047155	0.00809509	0.00698309	0.0178416	0.00820941	0.00141552	0.0274519	0.0132185	0.0042019	0.0014854	0.0147404	0.00449524	0.0101084	0.00202401	0.00337034	0.0146342	0.00668219	0.00194133	0.0273014	0.000923832	0.00598107	0.0147816	0.00587005	0.0166053	0.00240255	0.0215641	0.0037643	0.00163315	0.00365838	0.0405168	0.00597096	0.0139701	0.0134689	0.00938655	0.00878518	0.00989689	0.0103874	0.00185267	0.0101863	0.11582	0.00505015	0.00423966	0.00989281	0.0124203	0.00155149	0.00680695	0.000490918	0.000829131	0.00960369	0.00277248	0.00814696	0.0159528	0.00852701	0.0257983	0.0342765	0.00185519	0.000279528	0.00156425	0.0118905	0.0150589	0.0122665	0.0211539	0.007339	0.0167052	0.0104205	0.00233967	0.0048304	0.00642538	3.859253
216	-3386.174	-3555.388	169.214	0.116802	0.37008	0.62992	0.883198	0.934615	0.0251088	0.0979001	0.0228656	0.0356516	0.00978536	0.013947	0.0281105	0.0557638	0.0291233	0.0220621	0.0492064	0.0173801	0.0226651	0.0399092	0.0741267	0.0337644	0.0113009	0.0102794	0.0151652	0.0867031	0.0281658	0.0221336	0.0101498	0.0143655	0.0622949	0.0354952	0.0222646	0.023537	0.0129623	0.0209417	0.0630084	0.0438954	0.0399367	0.00806517	0.00687118	0.0879185	0.0244859	0.0252436	0.0314171	0.110184	0.0115529	0.0486308	0.00344532	0.00884173	0.0604638	0.031396	0.0125701	0.0943782	0.0238208	0.0313474	0.0546681	0.0132139	0.0373685	0.0176339	0.0702797	0.0329732	0.0183474	0.00978251	0.0408017	0.01591	0.0160229	0.0204793	0.0416704	0.0251857	0.00478241	0.0276446	0.00967045	0.0217084	0.331536	0.0103614	0.0190722	0.026016	0.0547958	0.00230428	0.0214696	0.00350798	0.0142401	0.0258339	0.0121394	0.00244797	0.020874	0.0246762	0.0353467	0.142604	0.016565	0.000228756	0.0105082	0.0258808	0.0265623	0.0635818	0.0599737	0.041683	0.0557302	0.0332424	0.0223234	0.0611608	0.0112152	0.256687	0.638293	0.0723485	0.0326723	0.15204	0.39906	0.750812	1.33189	2.50589	6.57723	1.361982	0.00744046	0.0290106	0.00677575	0.0105646	0.00289969	0.00413289	0.00832995	0.0165245	0.0086301	0.00653765	0.0145813	0.00515024	0.00671634	0.0118263	0.0219659	0.0100054	0.00334878	0.0030461	0.00449389	0.0256926	0.00834634	0.00655883	0.00300769	0.00425691	0.0184598	0.0105183	0.00659764	0.00697471	0.00384111	0.00620564	0.0186712	0.0130075	0.0118344	0.00238995	0.00203613	0.0260528	0.00725588	0.0074804	0.0093098	0.0326508	0.00342345	0.0144107	0.00102095	0.00262006	0.0179172	0.00930354	0.00372487	0.027967	0.00705881	0.00928914	0.0161998	0.00391567	0.0110734	0.00522543	0.0208259	0.00977093	0.00543685	0.00289884	0.0120907	0.0047146	0.00474806	0.00606862	0.0123481	0.00746327	0.00141717	0.00819191	0.00286563	0.00643282	0.0982437	0.00307037	0.00565165	0.0077093	0.0162376	0.000682825	0.00636208	0.00103952	0.00421977	0.00765533	0.00359725	0.000725404	0.00618558	0.00731226	0.0104742	0.0422577	0.00490869	6.7787e-05	0.00311388	0.00766923	0.0078712	0.0188412	0.0177719	0.0123519	0.0165145	0.0098507	0.00661506	0.0181237	0.0033234	3.374626
252	-3390.722	-3559.63	168.9084	0.194576	0.408815	0.591185	0.805424	1.758535	0.0282187	0.0626414	0.0316387	0.0416632	0.0073557	0.00476653	0.0137724	0.0424948	0.0078187	0.0353445	0.0556495	0.0113999	0.00702816	0.0590684	0.0886782	0.0265657	0.011503	0.00335283	0.0190188	0.054561	0.0450504	0.0633595	0.00387721	0.00117196	0.00804569	0.0074957	0.0260702	0.0144907	0.026095	0.0143393	0.0357617	0.0295933	0.0259428	0.0541007	0.00740576	0.0364161	0.0408398	0.0156168	0.00615186	0.0708412	0.00223695	0.0315575	0.0180571	0.00324612	0.0769252	0.0272263	0.0116912	0.0490556	0.00607499	0.0297496	0.00959519	0.0126987	0.194832	0.0271209	0.0085566	0.0261643	0.00877587	0.0100034	0.032754	0.0590977	0.070741	0.0206346	0.0162371	0.0559188	0.0542959	0.00501082	0.00218024	0.00799969	0.109991	0.0322424	0.0145007	0.0287756	0.114102	0.0107217	0.139119	0.0291515	0.0369514	0.0429145	0.0496646	0.0499386	0.00982445	0.0270255	0.0348608	0.0476588	0.00603184	0.0366399	0.00368836	0.120732	0.0136904	0.00122451	0.00670445	0.00750215	0.000763849	0.00178662	0.0518581	0.00706881	0.0417199	0.555579	0.0960911	0.303978	0.0443512	0.147231	0.392853	0.747149	1.33842	2.54548	6.79207	1.385223	0.00910135	0.0202036	0.0102044	0.0134376	0.00237243	0.00153734	0.004442	0.0137058	0.00252176	0.0113996	0.0179486	0.00367681	0.00226678	0.0190513	0.0286013	0.0085682	0.00371006	0.00108139	0.00613412	0.0175975	0.01453	0.0204353	0.00125051	0.000377992	0.00259497	0.00241758	0.00840839	0.00467368	0.0084164	0.00462483	0.0115342	0.0095447	0.00836731	0.017449	0.00238857	0.0117452	0.013172	0.00503688	0.00198415	0.0228483	0.000721482	0.0101782	0.00582393	0.00104697	0.0248106	0.00878125	0.00377074	0.0158219	0.00195936	0.00959511	0.00309472	0.0040957	0.0628391	0.00874727	0.00275975	0.00843874	0.00283047	0.00322639	0.0105641	0.0190607	0.022816	0.00665524	0.00523695	0.0180354	0.017512	0.00161613	0.000703189	0.00258013	0.0354754	0.0103991	0.00467688	0.00928098	0.0368011	0.00345805	0.04487	0.0094022	0.0119179	0.0138412	0.0160183	0.0161066	0.00316867	0.00871651	0.0112436	0.0153714	0.00194544	0.0118174	0.0011896	0.0389395	0.00441554	0.000394939	0.00216238	0.00241966	0.000246363	0.000576237	0.0167257	0.0022799	0.0134559	3.100497
288	-3389.809	-3556.681	166.8716	0.191515	0.407546	0.592455	0.808485	1.714737	0.0155554	0.0953492	0.0614296	0.0505786	0.00778573	0.0194828	0.0531047	0.101942	0.04311	0.0150757	0.0764447	0.03902	0.081482	0.0791103	0.0927967	0.0342498	0.0235687	0.00664497	0.0368986	0.165226	0.0990268	0.0331768	0.0235567	0.0153064	0.101958	0.0342316	0.0188486	0.101125	0.0234604	0.0265804	0.0411501	0.043185	0.0929809	0.0296276	0.00334645	0.101551	0.0303465	0.0732745	0.0301439	0.0842516	0.00488797	0.0539039	0.00747241	0.0242379	0.0512445	0.0422646	0.00168411	0.105112	0.00979237	0.0502971	0.0638593	0.037879	0.0178891	0.034737	0.105056	0.0198192	0.0172329	0.0325615	0.0957638	0.0263566	0.00523374	0.00567702	0.0284345	0.0212488	0.00622963	0.0771384	0.0362863	0.00504327	0.335488	0.0118943	0.0300896	0.0525989	0.00402565	0.000805839	0.0115539	0.0205109	0.0115508	0.0381465	0.00808928	0.017317	0.0576765	0.0232718	0.107268	0.0978262	0.00329252	0.00765351	0.0163262	0.00137372	0.0762561	0.0806668	0.045349	0.0773647	0.0623635	0.0316758	0.0133787	0.0527822	0.0658185	0.600407	0.254094	0.126292	0.0192074	0.21558	0.47315	0.791782	1.26297	2.11349	4.63865	1.109494	0.00349109	0.0213992	0.0137866	0.0113513	0.00174735	0.00437251	0.0119183	0.0228787	0.00967515	0.00338343	0.0171564	0.00875723	0.018287	0.0177547	0.0208263	0.00768668	0.00528952	0.00149133	0.00828114	0.0370815	0.0222245	0.00744586	0.00528682	0.00343521	0.0228823	0.00768259	0.00423018	0.0226955	0.00526522	0.00596544	0.0092353	0.009692	0.0208677	0.00664931	0.000751043	0.022791	0.00681065	0.016445	0.00676518	0.0189085	0.00109701	0.0120976	0.00167703	0.0054397	0.0115008	0.00948543	0.000377964	0.0235902	0.0021977	0.0112881	0.0143319	0.00850116	0.00401484	0.00779602	0.0235776	0.00444801	0.00386758	0.00730776	0.0214922	0.00591521	0.00117461	0.00127409	0.00638155	0.00476886	0.00139811	0.0173121	0.00814373	0.00113186	0.0752935	0.00266944	0.00675299	0.0118048	0.000903475	0.000180854	0.00259305	0.00460325	0.00259235	0.00856121	0.00181547	0.00388645	0.0129443	0.00522287	0.0240741	0.0219551	0.00073894	0.00171767	0.00366409	0.000308305	0.0171141	0.018104	0.0101777	0.0173629	0.0139962	0.00710899	0.00300258	0.0118459	0.0147716	4.45574
