Iteration	Posterior	Likelihood	Prior	beta_scale	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_log_sd	tree_length
0	-3372.779	-3542.503	169.7239	1.470172	0.566905	0.229536	0.172346	0.0312123	1.38716	2.752688
6	-3371.012	-3539.362	168.3498	1.969898	0.70355	0.0722011	0.0587804	0.165468	1.282109	3.394338
12	-3370.058	-3537.524	167.4661	1.654441	0.66554	0.107893	0.0755876	0.15098	1.336743	4.017805
18	-3371.961	-3539.311	167.3498	1.887053	0.714533	0.0878627	0.132616	0.0649881	1.267203	4.017805
24	-3373.603	-3540.363	166.7602	1.985076	0.619922	0.2652	0.0837386	0.0311394	1.306294	4.288193
30	-3379.858	-3547.289	167.4304	1.805926	0.481878	0.402101	0.0322683	0.0837524	1.324716	3.975128
36	-3375.935	-3545.658	169.7229	1.627293	0.610816	0.237627	0.0406959	0.110862	1.485543	2.610702
42	-3379.119	-3548.887	169.768	1.572222	0.71069	0.158752	0.054139	0.0764187	1.510455	2.595918
48	-3373.133	-3542.091	168.9576	1.572222	0.549039	0.366589	0.0473354	0.0370365	1.487005	3.101882
54	-3374.406	-3543.21	168.8044	1.572222	0.557799	0.272328	0.10616	0.0637126	1.486802	3.19308
60	-3396.823	-3566.266	169.4436	1.932126	0.462628	0.393976	0.0783936	0.065002	1.488986	2.631013
66	-3399.273	-3564.286	165.013	1.629768	0.526412	0.393924	0.0593626	0.0203013	1.059252	5.555333
72	-3377.129	-3542.321	165.1918	1.546672	0.548297	0.323713	0.0649552	0.0630345	0.9918792	5.532487
78	-3372.865	-3539.189	166.3247	1.316526	0.410797	0.444956	0.0894229	0.0548242	1.083139	4.967906
84	-3369.682	-3535.255	165.5735	1.391378	0.542864	0.275467	0.139004	0.0426648	1.199398	5.28233
90	-3376.853	-3542.134	165.2809	1.736779	0.713504	0.093135	0.182698	0.0106631	1.199352	5.28233
96	-3376.46	-3542.102	165.642	1.824393	0.717257	0.0883641	0.183659	0.0107192	0.9889752	5.160392
102	-3384.996	-3552.147	167.1512	1.780384	0.54009	0.182107	0.266058	0.0117452	1.33077	4.142481
108	-3391.825	-3559.65	167.8252	1.24618	0.606854	0.230671	0.147018	0.0154567	1.084785	4.160494
114	-3382.194	-3549.285	167.0917	1.24618	0.532084	0.271755	0.182609	0.0135523	1.315633	4.444902
120	-3373.531	-3542.032	168.5015	1.426124	0.520302	0.265737	0.184623	0.0293381	1.410349	3.490289
126	-3377.384	-3543.704	166.3202	1.068755	0.383684	0.442177	0.069359	0.104781	1.198078	5.036711
132	-3371.524	-3538.914	167.39	1.254346	0.554517	0.180033	0.138283	0.127168	1.254451	4.306748
138	-3379.7	-3547.062	167.3628	1.295856	0.432691	0.358038	0.123081	0.0861889	1.243393	4.306748
144	-3386.93	-3556.389	169.4593	0.8503583	0.304058	0.559173	0.111005	0.0257639	1.414581	3.250196
